device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-16;2024-11;temperatura;40.40;19.29;7.70
sirrosteste_UCS_AMV-16;2024-11;umidade;100.00;85.00;30.30
sirrosteste_UCS_AMV-16;2024-11;luminosidade;27306.20;1864.88;0.00
sirrosteste_UCS_AMV-16;2024-11;ruido;120.00;77.81;44.90
sirrosteste_UCS_AMV-16;2024-11;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2024-11;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2024-10;temperatura;36.30;17.08;5.70
sirrosteste_UCS_AMV-16;2024-10;umidade;100.00;85.99;28.50
sirrosteste_UCS_AMV-16;2024-10;luminosidade;27306.20;1484.12;0.00
sirrosteste_UCS_AMV-16;2024-10;ruido;120.00;78.21;48.90
sirrosteste_UCS_AMV-16;2024-10;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2024-10;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2024-09;temperatura;36.30;16.74;2.30
sirrosteste_UCS_AMV-16;2024-09;umidade;100.00;83.39;25.20
sirrosteste_UCS_AMV-16;2024-09;luminosidade;27306.20;1219.92;0.00
sirrosteste_UCS_AMV-16;2024-09;ruido;120.00;77.26;47.40
sirrosteste_UCS_AMV-16;2024-09;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2024-09;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2024-08;temperatura;60.00;13.90;0.00
sirrosteste_UCS_AMV-16;2024-08;umidade;100.00;79.37;20.70
sirrosteste_UCS_AMV-16;2024-08;luminosidade;14602.40;928.89;0.00
sirrosteste_UCS_AMV-16;2024-08;ruido;120.00;76.96;47.70
sirrosteste_UCS_AMV-16;2024-08;eco2;171.00;17.80;0.00
sirrosteste_UCS_AMV-16;2024-08;etvoc;1498.00;411.31;400.00
sirrosteste_UCS_AMV-16;2024-07;temperatura;32.10;11.18;0.30
sirrosteste_UCS_AMV-16;2024-07;umidade;100.00;85.76;27.30
sirrosteste_UCS_AMV-16;2024-07;luminosidade;9262.70;706.96;0.00
sirrosteste_UCS_AMV-16;2024-07;ruido;107.70;75.59;48.20
sirrosteste_UCS_AMV-16;2024-07;eco2;286.00;13.08;0.00
sirrosteste_UCS_AMV-16;2024-07;etvoc;1641.00;408.64;400.00
sirrosteste_UCS_AMV-16;2024-06;temperatura;60.00;16.65;0.00
sirrosteste_UCS_AMV-16;2024-06;umidade;99.90;72.22;32.60
sirrosteste_UCS_AMV-16;2024-06;luminosidade;7427.10;144.79;0.00
sirrosteste_UCS_AMV-16;2024-06;ruido;110.50;64.10;48.00
sirrosteste_UCS_AMV-16;2024-06;eco2;1193.00;70.16;0.00
sirrosteste_UCS_AMV-16;2024-06;etvoc;2222.00;766.41;400.00
sirrosteste_UCS_AMV-16;2024-05;temperatura;28.30;17.71;12.60
sirrosteste_UCS_AMV-16;2024-05;umidade;82.90;71.15;57.60
sirrosteste_UCS_AMV-16;2024-05;luminosidade;60.50;0.98;0.00
sirrosteste_UCS_AMV-16;2024-05;ruido;102.10;58.33;46.70
sirrosteste_UCS_AMV-16;2024-05;eco2;913.00;89.12;0.00
sirrosteste_UCS_AMV-16;2024-05;etvoc;2095.00;927.82;400.00
sirrosteste_UCS_AMV-16;2024-04;temperatura;31.20;23.59;19.50
sirrosteste_UCS_AMV-16;2024-04;umidade;81.10;65.01;43.90
sirrosteste_UCS_AMV-16;2024-04;luminosidade;184.60;1.34;0.00
sirrosteste_UCS_AMV-16;2024-04;ruido;120.00;61.10;43.60
sirrosteste_UCS_AMV-16;2024-04;eco2;4859.00;71.49;0.00
sirrosteste_UCS_AMV-16;2024-04;etvoc;3930.00;816.38;400.00
sirrosteste_UCS_AMV-16;2024-03;temperatura;33.60;27.34;19.00
sirrosteste_UCS_AMV-16;2024-03;umidade;72.50;57.69;39.40
sirrosteste_UCS_AMV-16;2024-03;luminosidade;8185.40;228.07;0.00
sirrosteste_UCS_AMV-16;2024-03;ruido;120.00;68.86;43.90
sirrosteste_UCS_AMV-16;2024-03;eco2;3003.00;46.68;0.00
sirrosteste_UCS_AMV-16;2024-03;etvoc;3072.00;669.03;400.00
sirrosteste_UCS_AMV-16;2023-11;temperatura;39.80;21.61;14.90
sirrosteste_UCS_AMV-16;2023-11;umidade;75.10;58.31;27.90
sirrosteste_UCS_AMV-16;2023-11;luminosidade;27306.20;1042.16;0.00
sirrosteste_UCS_AMV-16;2023-11;ruido;120.00;59.91;47.40
sirrosteste_UCS_AMV-16;2023-11;eco2;2286.00;246.19;0.00
sirrosteste_UCS_AMV-16;2023-11;etvoc;2731.00;1390.25;400.00
sirrosteste_UCS_AMV-16;2023-10;temperatura;38.20;23.47;19.30
sirrosteste_UCS_AMV-16;2023-10;umidade;72.90;62.36;35.20
sirrosteste_UCS_AMV-16;2023-10;luminosidade;27306.20;625.30;0.00
sirrosteste_UCS_AMV-16;2023-10;ruido;109.50;58.76;45.20
sirrosteste_UCS_AMV-16;2023-10;eco2;532.00;82.79;0.00
sirrosteste_UCS_AMV-16;2023-10;etvoc;1862.00;891.17;400.00
sirrosteste_UCS_AMV-16;2023-05;temperatura;23.50;20.03;15.40
sirrosteste_UCS_AMV-16;2023-05;umidade;80.90;66.20;49.50
sirrosteste_UCS_AMV-16;2023-05;luminosidade;11949.20;292.93;0.00
sirrosteste_UCS_AMV-16;2023-05;ruido;120.00;57.55;40.10
sirrosteste_UCS_AMV-16;2023-05;eco2;503.00;33.99;0.00
sirrosteste_UCS_AMV-16;2023-05;etvoc;2556.00;626.16;400.00
sirrosteste_UCS_AMV-16;2023-04;temperatura;24.70;19.96;14.90
sirrosteste_UCS_AMV-16;2023-04;umidade;65.70;56.47;42.60
sirrosteste_UCS_AMV-16;2023-04;luminosidade;3726.70;133.62;0.00
sirrosteste_UCS_AMV-16;2023-04;ruido;107.90;58.45;40.40
sirrosteste_UCS_AMV-16;2023-04;eco2;501.00;30.01;0.00
sirrosteste_UCS_AMV-16;2023-04;etvoc;1897.00;601.92;400.00
sirrosteste_UCS_AMV-16;2023-01;temperatura;27.90;26.50;22.60
sirrosteste_UCS_AMV-16;2023-01;umidade;71.50;52.12;35.50
sirrosteste_UCS_AMV-16;2023-01;luminosidade;54612.50;2577.39;0.00
sirrosteste_UCS_AMV-16;2023-01;ruido;114.40;74.79;49.70
sirrosteste_UCS_AMV-16;2023-01;eco2;407.00;0.85;0.00
sirrosteste_UCS_AMV-16;2023-01;etvoc;1764.00;404.63;400.00
sirrosteste_UCS_AMV-16;2022-12;temperatura;80.00;17.17;-38.70
sirrosteste_UCS_AMV-16;2022-12;umidade;100.00;70.17;0.00
sirrosteste_UCS_AMV-16;2022-12;luminosidade;54612.50;2457.80;0.00
sirrosteste_UCS_AMV-16;2022-12;ruido;108.60;75.26;50.90
sirrosteste_UCS_AMV-16;2022-12;eco2;494.00;2.04;0.00
sirrosteste_UCS_AMV-16;2022-12;etvoc;1834.00;408.34;0.00
