device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-11;2024-06;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-11;2024-06;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-11;2024-05;temperatura;24.60;16.85;16.60
sirrosteste_UCS_AMV-11;2024-05;umidade;99.80;97.65;72.40
sirrosteste_UCS_AMV-11;2024-05;luminosidade;7025.70;579.74;0.00
sirrosteste_UCS_AMV-11;2024-05;ruido;114.70;72.83;47.80
sirrosteste_UCS_AMV-11;2024-05;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-11;2024-05;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-11;2024-04;temperatura;35.30;18.09;0.00
sirrosteste_UCS_AMV-11;2024-04;umidade;99.90;67.51;0.00
sirrosteste_UCS_AMV-11;2024-04;luminosidade;9277.70;1050.00;0.00
sirrosteste_UCS_AMV-11;2024-04;ruido;120.00;72.46;49.50
sirrosteste_UCS_AMV-11;2024-04;eco2;190.00;20.03;15.00
sirrosteste_UCS_AMV-11;2024-04;etvoc;1490.00;403.29;403.00
sirrosteste_UCS_AMV-11;2024-03;temperatura;37.30;25.04;0.00
sirrosteste_UCS_AMV-11;2024-03;umidade;99.90;61.53;0.00
sirrosteste_UCS_AMV-11;2024-03;luminosidade;9843.50;405.22;0.00
sirrosteste_UCS_AMV-11;2024-03;ruido;120.00;61.87;41.60
sirrosteste_UCS_AMV-11;2024-03;eco2;2504.00;26.94;0.00
sirrosteste_UCS_AMV-11;2024-03;etvoc;2833.00;536.83;400.00
sirrosteste_UCS_AMV-11;2023-10;temperatura;31.90;22.35;21.70
sirrosteste_UCS_AMV-11;2023-10;umidade;70.00;60.35;41.40
sirrosteste_UCS_AMV-11;2023-10;luminosidade;5056.80;333.17;0.00
sirrosteste_UCS_AMV-11;2023-10;ruido;120.00;59.08;42.20
sirrosteste_UCS_AMV-11;2023-10;eco2;0.00;0.00;0.00
sirrosteste_UCS_AMV-11;2023-10;etvoc;400.00;400.00;400.00
sirrosteste_UCS_AMV-11;2023-05;temperatura;26.00;23.71;21.80
sirrosteste_UCS_AMV-11;2023-05;umidade;71.40;56.47;49.80
sirrosteste_UCS_AMV-11;2023-05;luminosidade;212.50;8.63;0.00
sirrosteste_UCS_AMV-11;2023-05;ruido;104.60;72.80;53.00
sirrosteste_UCS_AMV-11;2023-05;eco2;255.00;13.70;0.00
sirrosteste_UCS_AMV-11;2023-05;etvoc;1790.00;527.38;400.00
sirrosteste_UCS_AMV-11;2023-04;temperatura;30.90;21.25;12.60
sirrosteste_UCS_AMV-11;2023-04;umidade;69.80;58.93;33.50
sirrosteste_UCS_AMV-11;2023-04;luminosidade;8000.80;206.70;0.00
sirrosteste_UCS_AMV-11;2023-04;ruido;115.70;59.59;41.50
sirrosteste_UCS_AMV-11;2023-04;eco2;50.00;0.29;0.00
sirrosteste_UCS_AMV-11;2023-04;etvoc;1022.00;454.25;400.00
sirrosteste_UCS_AMV-11;2023-03;temperatura;31.80;24.49;21.10
sirrosteste_UCS_AMV-11;2023-03;umidade;67.50;60.09;40.10
sirrosteste_UCS_AMV-11;2023-03;luminosidade;8625.80;354.24;0.00
sirrosteste_UCS_AMV-11;2023-03;ruido;95.70;58.19;41.60
sirrosteste_UCS_AMV-11;2023-03;eco2;0.00;0.00;0.00
sirrosteste_UCS_AMV-11;2023-03;etvoc;768.00;445.30;400.00
