device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-05;2024-10;luminosidade;18135.80;917.49;0.00
sirrosteste_UCS_AMV-05;2024-10;ruido;120.00;74.31;51.70
sirrosteste_UCS_AMV-05;2024-10;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2024-10;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2024-09;temperatura;35.00;19.38;6.30
sirrosteste_UCS_AMV-05;2024-09;umidade;95.90;69.70;24.50
sirrosteste_UCS_AMV-05;2024-09;luminosidade;9218.60;598.99;0.00
sirrosteste_UCS_AMV-05;2024-09;ruido;120.00;72.97;49.40
sirrosteste_UCS_AMV-05;2024-09;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2024-09;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2024-08;temperatura;35.00;15.74;0.40
sirrosteste_UCS_AMV-05;2024-08;umidade;94.60;68.42;26.40
sirrosteste_UCS_AMV-05;2024-08;luminosidade;3444.10;443.10;0.00
sirrosteste_UCS_AMV-05;2024-08;ruido;120.00;72.13;48.20
sirrosteste_UCS_AMV-05;2024-08;eco2;20.00;15.34;0.00
sirrosteste_UCS_AMV-05;2024-08;etvoc;403.00;402.53;401.00
sirrosteste_UCS_AMV-05;2024-07;temperatura;28.30;12.65;0.20
sirrosteste_UCS_AMV-05;2024-07;umidade;94.50;77.47;23.00
sirrosteste_UCS_AMV-05;2024-07;luminosidade;3157.60;322.40;0.00
sirrosteste_UCS_AMV-05;2024-07;ruido;108.40;71.28;48.10
sirrosteste_UCS_AMV-05;2024-07;eco2;11.00;0.00;0.00
sirrosteste_UCS_AMV-05;2024-07;etvoc;479.00;403.77;401.00
sirrosteste_UCS_AMV-05;2024-06;temperatura;60.00;15.94;0.00
sirrosteste_UCS_AMV-05;2024-06;umidade;93.60;72.13;35.80
sirrosteste_UCS_AMV-05;2024-06;luminosidade;2910.80;413.99;0.00
sirrosteste_UCS_AMV-05;2024-06;ruido;101.40;71.73;49.60
sirrosteste_UCS_AMV-05;2024-06;eco2;289.00;4.49;0.00
sirrosteste_UCS_AMV-05;2024-06;etvoc;1644.00;433.41;400.00
sirrosteste_UCS_AMV-05;2024-05;temperatura;31.80;15.30;4.90
sirrosteste_UCS_AMV-05;2024-05;umidade;96.60;83.14;39.10
sirrosteste_UCS_AMV-05;2024-05;luminosidade;3601.30;316.81;0.00
sirrosteste_UCS_AMV-05;2024-05;ruido;112.50;72.46;48.80
sirrosteste_UCS_AMV-05;2024-05;eco2;1194.00;48.05;0.00
sirrosteste_UCS_AMV-05;2024-05;etvoc;2225.00;619.41;400.00
sirrosteste_UCS_AMV-05;2024-04;temperatura;35.70;20.64;9.80
sirrosteste_UCS_AMV-05;2024-04;umidade;95.80;76.79;37.10
sirrosteste_UCS_AMV-05;2024-04;luminosidade;5258.40;541.46;0.00
sirrosteste_UCS_AMV-05;2024-04;ruido;111.60;72.54;50.80
sirrosteste_UCS_AMV-05;2024-04;eco2;6418.00;57.99;0.00
sirrosteste_UCS_AMV-05;2024-04;etvoc;4671.00;705.13;400.00
sirrosteste_UCS_AMV-05;2024-03;temperatura;34.80;24.81;16.60
sirrosteste_UCS_AMV-05;2024-03;umidade;91.00;59.95;38.80
sirrosteste_UCS_AMV-05;2024-03;luminosidade;11665.70;306.19;0.00
sirrosteste_UCS_AMV-05;2024-03;ruido;120.00;61.78;39.80
sirrosteste_UCS_AMV-05;2024-03;eco2;1161.00;33.68;0.00
sirrosteste_UCS_AMV-05;2024-03;etvoc;2210.00;621.12;400.00
sirrosteste_UCS_AMV-05;2023-05;temperatura;24.60;19.53;14.70
sirrosteste_UCS_AMV-05;2023-05;umidade;77.10;68.48;48.60
sirrosteste_UCS_AMV-05;2023-05;luminosidade;3000.80;88.85;0.00
sirrosteste_UCS_AMV-05;2023-05;ruido;108.90;57.27;40.20
sirrosteste_UCS_AMV-05;2023-05;eco2;47.00;0.03;0.00
sirrosteste_UCS_AMV-05;2023-05;etvoc;896.00;464.66;400.00
sirrosteste_UCS_AMV-05;2023-04;temperatura;27.10;21.67;14.00
sirrosteste_UCS_AMV-05;2023-04;umidade;70.00;58.15;43.60
sirrosteste_UCS_AMV-05;2023-04;luminosidade;3850.80;107.00;0.00
sirrosteste_UCS_AMV-05;2023-04;ruido;112.40;62.43;41.10
sirrosteste_UCS_AMV-05;2023-04;eco2;303.00;14.81;0.00
sirrosteste_UCS_AMV-05;2023-04;etvoc;2594.00;535.24;400.00
sirrosteste_UCS_AMV-05;2023-03;temperatura;29.00;23.50;19.20
sirrosteste_UCS_AMV-05;2023-03;umidade;86.60;68.07;48.70
sirrosteste_UCS_AMV-05;2023-03;luminosidade;212.50;5.59;0.00
sirrosteste_UCS_AMV-05;2023-03;ruido;120.00;77.11;56.60
sirrosteste_UCS_AMV-05;2023-03;eco2;7.00;0.42;0.00
sirrosteste_UCS_AMV-05;2023-03;etvoc;447.00;27.13;0.00
sirrosteste_UCS_AMV-05;2023-02;temperatura;41.00;23.23;13.30
sirrosteste_UCS_AMV-05;2023-02;umidade;89.40;61.06;21.20
sirrosteste_UCS_AMV-05;2023-02;luminosidade;6930.80;219.30;0.00
sirrosteste_UCS_AMV-05;2023-02;ruido;120.00;76.80;50.40
sirrosteste_UCS_AMV-05;2023-02;eco2;154.00;18.70;0.00
sirrosteste_UCS_AMV-05;2023-02;etvoc;1416.00;526.54;0.00
