device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-17;2024-04;luminosidade;1843.00;6.24;-1.00
sirrosteste_UCS_AMV-17;2024-04;ruido;2528.00;117.95;0.00
sirrosteste_UCS_AMV-17;2024-04;eco2;2543.00;57.90;-29.18
sirrosteste_UCS_AMV-17;2024-04;etvoc;2854.00;593.35;-51.16
sirrosteste_UCS_AMV-17;2024-03;temperatura;406.10;-7.36;-1405.10
sirrosteste_UCS_AMV-17;2024-03;umidade;3935.00;275.14;18.70
sirrosteste_UCS_AMV-17;2024-03;luminosidade;13220.80;866.51;-1.00
sirrosteste_UCS_AMV-17;2024-03;ruido;1465.00;116.31;56.90
sirrosteste_UCS_AMV-17;2024-03;eco2;3790.00;46.95;-29.16
sirrosteste_UCS_AMV-17;2024-03;etvoc;3440.00;525.70;-51.20
sirrosteste_UCS_AMV-17;2023-12;temperatura;31.40;26.43;22.70
sirrosteste_UCS_AMV-17;2023-12;umidade;77.10;65.66;35.40
sirrosteste_UCS_AMV-17;2023-12;luminosidade;28.70;3.83;0.00
sirrosteste_UCS_AMV-17;2023-12;ruido;109.00;64.01;45.50
sirrosteste_UCS_AMV-17;2023-12;eco2;2888.00;546.72;0.00
sirrosteste_UCS_AMV-17;2023-12;etvoc;3015.00;1579.24;401.00
sirrosteste_UCS_AMV-17;2023-11;temperatura;31.10;25.43;21.30
sirrosteste_UCS_AMV-17;2023-11;umidade;81.30;67.16;37.80
sirrosteste_UCS_AMV-17;2023-11;luminosidade;28.80;2.10;0.00
sirrosteste_UCS_AMV-17;2023-11;ruido;107.20;64.14;45.30
sirrosteste_UCS_AMV-17;2023-11;eco2;11173.00;1158.60;0.00
sirrosteste_UCS_AMV-17;2023-11;etvoc;6901.00;1944.88;400.00
sirrosteste_UCS_AMV-17;2023-10;temperatura;25.00;19.82;17.10
sirrosteste_UCS_AMV-17;2023-10;umidade;72.70;60.77;44.30
sirrosteste_UCS_AMV-17;2023-10;luminosidade;391.40;24.29;0.00
sirrosteste_UCS_AMV-17;2023-10;ruido;112.80;63.07;42.40
sirrosteste_UCS_AMV-17;2023-10;eco2;613.00;192.40;0.00
sirrosteste_UCS_AMV-17;2023-10;etvoc;1917.00;1276.73;400.00
sirrosteste_UCS_AMV-17;2023-09;temperatura;24.50;19.59;15.00
sirrosteste_UCS_AMV-17;2023-09;umidade;83.20;61.89;43.10
sirrosteste_UCS_AMV-17;2023-09;luminosidade;1362.50;35.99;0.00
sirrosteste_UCS_AMV-17;2023-09;ruido;120.00;64.44;42.00
sirrosteste_UCS_AMV-17;2023-09;eco2;826.00;133.45;0.00
sirrosteste_UCS_AMV-17;2023-09;etvoc;2050.00;993.64;400.00
sirrosteste_UCS_AMV-17;2023-08;temperatura;47.60;19.70;13.30
sirrosteste_UCS_AMV-17;2023-08;umidade;93.50;62.80;15.00
sirrosteste_UCS_AMV-17;2023-08;luminosidade;8954.60;93.20;0.00
sirrosteste_UCS_AMV-17;2023-08;ruido;120.00;62.64;43.20
sirrosteste_UCS_AMV-17;2023-08;eco2;20110.00;239.75;0.00
sirrosteste_UCS_AMV-17;2023-08;etvoc;11079.00;894.28;400.00
sirrosteste_UCS_AMV-17;2023-07;temperatura;21.80;16.64;11.90
sirrosteste_UCS_AMV-17;2023-07;umidade;72.30;64.08;44.30
sirrosteste_UCS_AMV-17;2023-07;luminosidade;8713.80;133.78;0.00
sirrosteste_UCS_AMV-17;2023-07;ruido;120.00;58.07;42.60
sirrosteste_UCS_AMV-17;2023-07;eco2;2648.00;64.87;0.00
sirrosteste_UCS_AMV-17;2023-07;etvoc;2906.00;772.58;400.00
sirrosteste_UCS_AMV-17;2023-05;temperatura;25.00;23.23;21.50
sirrosteste_UCS_AMV-17;2023-05;umidade;67.30;57.76;50.30
sirrosteste_UCS_AMV-17;2023-05;luminosidade;212.50;11.56;0.00
sirrosteste_UCS_AMV-17;2023-05;ruido;108.20;73.87;49.00
sirrosteste_UCS_AMV-17;2023-05;eco2;204.00;24.94;0.00
sirrosteste_UCS_AMV-17;2023-05;etvoc;2986.00;649.84;400.00
sirrosteste_UCS_AMV-17;2023-04;temperatura;28.90;21.50;13.00
sirrosteste_UCS_AMV-17;2023-04;umidade;69.00;58.25;37.70
sirrosteste_UCS_AMV-17;2023-04;luminosidade;2711.70;133.07;0.00
sirrosteste_UCS_AMV-17;2023-04;ruido;114.60;59.10;43.10
sirrosteste_UCS_AMV-17;2023-04;eco2;603.00;29.97;0.00
sirrosteste_UCS_AMV-17;2023-04;etvoc;3216.00;629.35;400.00
sirrosteste_UCS_AMV-17;2023-03;temperatura;30.10;24.97;22.00
sirrosteste_UCS_AMV-17;2023-03;umidade;64.80;58.63;43.40
sirrosteste_UCS_AMV-17;2023-03;luminosidade;2949.20;184.59;0.00
sirrosteste_UCS_AMV-17;2023-03;ruido;98.20;57.59;41.40
sirrosteste_UCS_AMV-17;2023-03;eco2;502.00;25.97;0.00
sirrosteste_UCS_AMV-17;2023-03;etvoc;2031.00;569.45;400.00
