device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-10;2023-10;umidade;74.20;64.08;57.40
sirrosteste_UCS_AMV-10;2023-10;luminosidade;143.00;1.26;0.00
sirrosteste_UCS_AMV-10;2023-10;ruido;112.70;68.74;50.30
sirrosteste_UCS_AMV-10;2023-10;eco2;4556.00;102.79;0.00
sirrosteste_UCS_AMV-10;2023-10;etvoc;3801.00;718.76;400.00
sirrosteste_UCS_AMV-10;2023-09;temperatura;29.00;21.90;16.40
sirrosteste_UCS_AMV-10;2023-09;umidade;73.80;64.62;45.70
sirrosteste_UCS_AMV-10;2023-09;luminosidade;52.60;8.84;0.00
sirrosteste_UCS_AMV-10;2023-09;ruido;113.70;70.66;53.30
sirrosteste_UCS_AMV-10;2023-09;eco2;3147.00;841.01;0.00
sirrosteste_UCS_AMV-10;2023-09;etvoc;3141.00;1654.49;400.00
sirrosteste_UCS_AMV-10;2023-05;temperatura;22.10;21.36;18.70
sirrosteste_UCS_AMV-10;2023-05;umidade;96.80;75.74;74.80
sirrosteste_UCS_AMV-10;2023-05;luminosidade;801.70;50.90;0.00
sirrosteste_UCS_AMV-10;2023-05;ruido;120.00;60.72;42.90
sirrosteste_UCS_AMV-10;2023-05;eco2;187.00;20.46;0.00
sirrosteste_UCS_AMV-10;2023-05;etvoc;2205.00;557.16;400.00
sirrosteste_UCS_AMV-10;2023-04;temperatura;26.60;17.09;16.10
sirrosteste_UCS_AMV-10;2023-04;umidade;64.30;60.78;47.90
sirrosteste_UCS_AMV-10;2023-04;luminosidade;2055.80;123.76;0.00
sirrosteste_UCS_AMV-10;2023-04;ruido;113.60;59.46;42.80
sirrosteste_UCS_AMV-10;2023-04;eco2;255.00;43.11;0.00
sirrosteste_UCS_AMV-10;2023-04;etvoc;1586.00;686.74;400.00
